          40
 Geom           1
c          1.8911899919         -1.3381464447         -0.6851192409
c          0.9313183848         -3.4576290744          0.7630192548
h         -0.6688471014         -1.9648715192          1.2010173975
c          2.5347619255         -2.5448298050         -0.8179774467
h          2.3540654950         -0.5116625166         -1.3030639736
c          2.1319119614         -3.6326754995          0.0356964823
c          2.7689386648         -4.8980882127         -0.0659370548
h          3.6060003979         -2.7356542513         -1.2184748198
c          3.2959618689         -5.9519307859         -0.1212373355
c         -1.4032940739          0.0037779789          0.0881454759
c         -2.1653216319          0.9723443897          0.7317376703
c         -2.0481688054         -0.9441158896         -0.6805395331
c         -3.6015236771          0.8673753627          0.7131526844
h         -1.6786842361          1.7903237782          1.3496945266
c         -3.5229239391         -1.0192161990         -0.6692148654
h         -1.4952903072         -1.6758475083         -1.2028978190
c         -4.3068327673         -0.0274680829         -0.0585520372
h         -4.1168937867          1.5940850249          1.4081873486
h         -4.1390568949         -1.8072029620         -1.2926132889
c         -5.6821012819         -0.1631871282          0.0211085428
c         -6.8885963972         -0.1193987786         -0.0392895027
h          0.5813556339         -4.2319995411          1.4860341412
h          3.9078378760          6.8563163275         -0.1806444352
h          3.7592306521         -6.8948132759         -0.5362204651
h         -7.8881284644         -0.4697136775         -0.1369583344
          40
 Geom          11
c          3.3507742226          5.9739423821          0.1492029689
c          2.9051769040          4.8937070496         -0.0317516813
c          2.2084319739          3.5866408829         -0.0532868842
c          0.9751208922          3.4756165549         -0.8295207444
c          2.6356772433          2.5833332139          0.6772109729
c          0.2320270746          2.2462634838         -0.7017865968
h          0.5975917292          4.4037844674         -1.3276687674
c          1.9747538009          1.3131749138          0.7144147821
h          3.6584248951          2.4509323202          1.1115296257
c          0.7283351027          1.1989812255          0.0038440698
h         -0.5314787337          2.0273200134         -1.2891327202
h          2.2916050141          0.4890563927          1.2073382378
n         -0.0883188578         -0.0444448441          0.0700184669
c          0.6224853267         -1.1527562729          0.0233396456
c          0.4241126574         -2.3081630817          0.9812343574
c          1.7402356366         -1.4732921105         -0.8458966935
c          1.0654406376         -3.4858529992          0.9133999367
h         -0.5198174803         -2.2664657368          1.5253269305
c          2.4300658269         -2.6344670743         -0.8984049118
h          2.1141337275         -0.6368789874         -1.6061903982
c          2.1791792705         -3.6456708786          0.0014961742
c          2.9189667880         -4.8722880486          0.0649750557
h          3.3514522029         -2.7061352870         -1.5051103140
c          3.5429091291         -5.8763782423         -0.1081592163
c         -1.5025446905          0.0215596659          0.0240777117
c         -2.2100281543          0.8686953328          0.8000592650
c         -2.1412481061         -0.9017394097         -0.7631559303
c         -3.5920410172          0.8893336702          0.8387667704
